nivel_1,nivel_2,nivel_3,nivel_4,delito_iccs,seccion
10,1001,10019,,Otros actos que causan contaminacion o degradacion del medio ambiente,Actos contra el entorno natural
10,1002,,,Actos relacionados con el traslado o vertimiento de desechos,Actos contra el entorno natural
10,1002,10021,,Actos relacionados con el traslado o vertimiento de desechos dentro de las fronteras nacionales,Actos contra el entorno natural
10,1002,10022,,Actos relacionados con el traslado o vertimiento transfronterizos de desechos,Actos contra el entorno natural
10,1003,,,Comercio o posesion de especies protegidas o amenazadas de fauna y flora,Actos contra el entorno natural
10,1003,10031,,Comercio o posesion de especies protegidas de fauna y flora silvestres,Actos contra el entorno natural
10,1003,10031,100311,Comercio o posesion de especies protegidas dentro de las fronteras nacionales,Actos contra el entorno natural
10,1003,10031,100312,Trafico transfronterizo de especies protegidas,Actos contra el entorno natural
10,1003,10032,,Comercio o posesion de especies animales prohibidas o controladas,Actos contra el entorno natural
10,1003,10039,,Otras formas de comercio o posesion de especies protegidas o prohibidas de la fauna y la flora,Actos contra el entorno natural
10,1004,,,Actos que provocan el agotamiento o la degradacion de los recursos naturales,Actos contra el entorno natural
10,1004,10041,,Tala ilegal,Actos contra el entorno natural
10,1004,10042,,"Caza, pesca o recoleccion ilegales de fauna y flora silvestres",Actos contra el entorno natural
10,1004,10043,,Mineria ilegal,Actos contra el entorno natural
10,1004,10049,,Otros actos que provocan el agotamiento o la degradacion de los recursos naturales,Actos contra el entorno natural
10,1009,,,Otros actos contra el entorno natural,Actos contra el entorno natural
10,1009,10091,,Actos contra los animales,Actos contra el entorno natural
10,1009,10099,,Otros actos contra el entorno natural,Actos contra el entorno natural
11,1101,,,Actos bajo jurisdiccion universal,Otros actos delictivos no clasificados en otra parte
11,1101,11011,,Tortura,Otros actos delictivos no clasificados en otra parte
11,1101,11012,,Pirateria,Otros actos delictivos no clasificados en otra parte
11,1101,11013,,Crimenes de guerra,Otros actos delictivos no clasificados en otra parte
11,1101,11013,110131,Homicidio o tentativa de causar la muerte o lesiones graves de forma ilicita en conflictos armados,Otros actos delictivos no clasificados en otra parte
11,1101,11013,110132,Destruccion o danos ilicitos a la propiedad en relacion con conflictos armados,Otros actos delictivos no clasificados en otra parte
11,1101,11013,110133,Violencia sexual relacionada con conflictos armados,Otros actos delictivos no clasificados en otra parte
11,1101,11013,110134,Actos contra la libertad o la dignidad humana en relacion con conflictos armados,Otros actos delictivos no clasificados en otra parte
11,1101,11013,110135,Reclutamiento o alistamiento de ninos soldados,Otros actos delictivos no clasificados en otra parte
11,1101,11013,110139,Otros crimenes de guerra,Otros actos delictivos no clasificados en otra parte
11,1101,11014,,Genocidio,Otros actos delictivos no clasificados en otra parte
11,1101,11015,,Crimenes de lesa humanidad,Otros actos delictivos no clasificados en otra parte
11,1101,11016,,Crimen de agresion,Otros actos delictivos no clasificados en otra parte
11,1101,11019,,Otros actos bajo jurisdiccion universal,Otros actos delictivos no clasificados en otra parte
11,1102,,,Actos contrarios a las leyes u otras disposiciones sobre menores,Otros actos delictivos no clasificados en otra parte
11,1102,11021,,Delitos en razon de la condicion de menor de edad,Otros actos delictivos no clasificados en otra parte
11,1102,11029,,Otros actos contrarios a las leyes u otras disposiciones sobre menores,Otros actos delictivos no clasificados en otra parte
11,1109,,,Otros actos delictivos no clasificados en otra parte,Otros actos delictivos no clasificados en otra parte
